ID	OldID	Name	Chebi	Compartment	Formula
M_mi134p		1D-myo-Inositol 1,3,4-trisphosphate(6-)	CHEBI:43378;CHEBI:18228	c	C6H9O15P3
M_mi1456p		D-myo-inositol (1,4,5,6)-tetrakisphosphate(8-)	CHEBI:811;CHEBI:16067	c | n	C6H8O18P4
M_mi145p		1D-myo-Inositol 1,4,5-trisphosphate(6-)	CHEBI:16595	c | m | n	C6H9O15P3
M_mi14p		1D-myo-Inositol 1,4-bisphosphate(4-)	CHEBI:17816	c	C6H10O12P2
M_mi1p_D		1D-myo-Inositol 1-phosphate(2-)	CHEBI:818;CHEBI:18297	c	C6H11O9P
M_mi3p_D		1D-myo-Inositol 3-phosphate(2-)	CHEBI:814;CHEBI:18169	c	C6H11O9P
M_mi4p_D		1D-myo-Inositol 4-phosphate (2-)	CHEBI:18384	c	C6H11O9P
M_minohp		phytate(12-)	CHEBI:10603;CHEBI:17401	c | n	C6H6O24P6
M_mlclpn		1-monolysocardiolipin(2-)	CHEBI:65106	m	C12H17O16P2R3
M_mlthf		(6R)-5,10-methylenetetrahydrofolic acid	CHEBI:10925;CHEBI:1989	c | m | n	C20H23N7O6
M_mm		methylmalonate(2-)	CHEBI:42270;CHEBI:30860	c | m	C4H4O4
M_mmcoa_R		(R)-methylmalonyl-CoA(5-)	CHEBI:15465	c | m	C25H35N7O19P3S
M_mmcoa_S		(S)-methylmalonyl-CoA(5-)	CHEBI:15466	c | m	C25H35N7O19P3S
M_mmtsa		methylmalonate-semialdehyde	CHEBI:27821	c | m	C4H6O3 | C4H5O3
M_mn		beta-D-Manp-(1-4)-beta-D-GlcpNAc	CHEBI:71553	c | m	C14H25NO11
M_mobd		Molybdate	CHEBI:25371	c | e | n	MoO4
M_mpt		molybdopterin(3-)	CHEBI:6969;CHEBI:44074	c | n	C10H11N5O6PS2
M_mptamp		adenylyl-molybdopterin(3-)	CHEBI:62728	c | n	C20H23N10O12P2S2
M_msa		Malonate semialdehyde	CHEBI:17960	c | m	C3H3O3
M_mthgxl		Methylglyoxal	CHEBI:17158	c | e | m	C3H4O2
M_mtpp		3-methylthiopropionate	CHEBI:1438	c	C4H7O2S
M_n4abutn		N4-Acetylaminobutanal	CHEBI:7386	c | m	C6H11NO2
M_nac		Nicotinate	CHEBI:15940	c | e | m	C6H4NO2
M_nadh		Nicotinamide adenine dinucleotide - reduced	CHEBI:16908	c | m | n	C21H27N7O14P2
M_nadp		Nicotinamide adenine dinucleotide phosphate	CHEBI:44409	c | m | n	C21H25N7O17P3
M_nadph		Nicotinamide adenine dinucleotide phosphate - reduced	CHEBI:16474	c | m | n	C21H26N7O17P3
M_naglc2p		N-Acetyl-D-glucosaminyldiphosphodolichol	CHEBI:18278	c	(C5H8)n.C28H49NO12P2
M_ncam		Nicotinamide	CHEBI:17154	c | e | n	C6H6N2O
M_Nforglu		N-Formyl-L-glutamate(2-)	CHEBI:48309;CHEBI:21711	c	C6H7NO5
M_nformanth		N-Formylanthranilate	CHEBI:36575	c	C8H6NO3
M_nh3		Ammonia	CHEBI:16134	c | e | m | n	H3N
M_nh4		Ammonium	CHEBI:16134	c | e | m	H4N
M_nhoxmox		3-nonaprenyl-4-hydroxy-5-methoxybenzoate	CHEBI:62790	m	C53H79O4
M_nicrns		Nicotinate D-ribonucleoside	CHEBI:58527	c	C11H13NO6
M_nmlamp		N-methylethanolamine phosphate	CHEBI:7314;CHEBI:16463	c | m	C3H9NO4P
M_nmn		NMN	CHEBI:16171	c | e | m | n	C11H14N2O8P
M_nmp		nucleoside monophosphate	CHEBI:17188	c | m | n	C5H10O7PR
M_nonadp		all-trans-Nonaprenyl diphosphate(3-)	CHEBI:18144	c | m	C45H73O7P2
M_npddhoxb		3-nonaprenyl-4,5-dihydroxybenzoate	CHEBI:62788	m	C52H77O4
M_npmmoxbq		2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol	CHEBI:84531	m	C53H82O3
M_npmoxbq		2-nonaprenyl-6-methoxy-1,4-benzoquinol	CHEBI:84529	m	C52H80O3
M_npr4hben		nonaprenyl-4-hydroxybenzoate	CHEBI:18162	m	C52H78O3
M_nrpphr		(R)-noradrenaline(1+)	CHEBI:43725;CHEBI:18357	c | e	C8H12NO3
M_o2		dioxygen	CHEBI:15379	c | e | m | n	O2
M_oaa		Oxaloacetate(2-)	CHEBI:30744	c | m	C4H2O5
M_octpam		Octopamine	CHEBI:17134	c	C8H12NO2
M_octpmn		Octopamine	CHEBI:17134	c | e	C8H12NO2 | C8H11NO2
M_orn		Ornithine	CHEBI:15729	c | e | m | n	C5H13N2O2
M_orot		Orotate	CHEBI:44781;CHEBI:16742	c	C5H3N2O4
M_orot5p		orotidine-5-phosphate(3-)	CHEBI:15842	c	C10H10N2O11P
M_osas_1		osas#1(1-)	CHEBI:140786	c	C25H36NO10
M_osas_10		osas#10(1-)	CHEBI:140787	c	C27H40NO10
M_osas_9		osas#9(1-)	CHEBI:140788	c	C23H32NO10
M_oscr_1		oscr#1(1-)	CHEBI:79130	c | e	C13H23O6
M_oscr_10		oscr#10(1-)	CHEBI:79134	c | e	C15H27O6
M_oscr_12		oscr#12(1-)	CHEBI:79135	c | e	C12H21O6
M_oscr_12coa		oscr#12-CoA(4-)	CHEBI:139969	c	C33H52N7O21P3S
M_oscr_13		oscr#13(1-)	CHEBI:139971	c | e	C14H23O6
M_oscr_13coa		oscr#13-CoA(4-)	CHEBI:139973	c	C35H54N7O21P3S
M_oscr_14		oscr#14(1-)	CHEBI:79136	c | e	C14H25O6
M_oscr_14coa		oscr#14-CoA(4-)	CHEBI:139976	c	C35H56N7O21P3S
M_oscr_15		oscr#15(1-)	CHEBI:79137	c | e	C16H27O6
M_oscr_15coa		oscr#15-CoA(4-)	CHEBI:139979	c	C37H58N7O21P3S
M_oscr_16		oscr#16(1-)	CHEBI:79138	c | e	C16H29O6
M_oscr_16coa		oscr#16-CoA(4-)	CHEBI:139982	c	C37H60N7O21P3S
M_oscr_17		oscr#17(1-)	CHEBI:79139	c | e	C17H29O6
M_oscr_17coa		oscr#17-CoA(4-)	CHEBI:139985	c	C38H60N7O21P3S
M_oscr_18		oscr#18(1-)	CHEBI:79140	c | e	C17H31O6
M_oscr_18coa		oscr#18-CoA(4-)	CHEBI:139988	c	C38H62N7O21P3S
M_oscr_19		oscr#19(1-)	CHEBI:79141	c | e	C18H31O6
M_oscr_19coa		oscr#19-CoA(4-)	CHEBI:139991	c	C39H62N7O21P3S
M_oscr_1coa		oscr#1-CoA(4-)	CHEBI:139993	c	C34H54N7O21P3S
M_oscr_20		oscr#20(1-)	CHEBI:79142	c | e	C18H33O6
M_oscr_20coa		oscr#20-CoA(4-)	CHEBI:139996	c	C39H64N7O21P3S
M_oscr_21		oscr#21(1-)	CHEBI:79143	c | e	C19H33O6
M_oscr_21coa		oscr#21-CoA(4-)	CHEBI:139999	c	C40H64N7O21P3S
M_oscr_22		oscr#22(1-)	CHEBI:79144	c | e	C19H35O6
M_oscr_22coa		oscr#22-CoA(4-)	CHEBI:140002	c	C40H66N7O21P3S
M_oscr_23		oscr#23(1-)	CHEBI:79145	c | e	C20H35O6
M_oscr_23coa		oscr#23-CoA(4-)	CHEBI:140005	c	C41H66N7O21P3S
M_oscr_24		oscr#24(1-)	CHEBI:79146	c | e	C20H37O6
M_oscr_24coa		oscr#24-CoA(4-)	CHEBI:140008	c	C41H68N7O21P3S
M_oscr_25		oscr#25(1-)	CHEBI:79147	c | e	C21H37O6
M_oscr_25coa		oscr#25-CoA(4-)	CHEBI:140011	c	C42H68N7O21P3S
M_oscr_26		oscr#26(1-)	CHEBI:79148	c | e	C21H39O6
M_oscr_26coa		oscr#26-CoA(4-)	CHEBI:140014	c	C42H70N7O21P3S
M_oscr_27		oscr#27(1-)	CHEBI:79149	c | e	C22H39O6
M_oscr_27coa		oscr#27-CoA(4-)	CHEBI:140017	c	C43H70N7O21P3S
M_oscr_28		oscr#28(1-)	CHEBI:79150	c | e	C22H41O6
M_oscr_28coa		oscr#28-CoA(4-)	CHEBI:140020	c	C43H72N7O21P3S
M_oscr_29		oscr#29(1-)	CHEBI:79151	c | e	C23H41O6
M_oscr_29coa		oscr#29-CoA(4-)	CHEBI:140023	c	C44H72N7O21P3S
M_oscr_3		oscr#3(1-)	CHEBI:79131	c | e	C15H25O6
M_oscr_30		oscr#30(1-)	CHEBI:79152	c | e	C23H43O6
M_oscr_30coa		oscr#30-CoA(4-)	CHEBI:140027	c	C44H74N7O21P3S
M_oscr_31		oscr#31(1-)	CHEBI:79153	c | e	C24H43O6
M_oscr_31coa		oscr#31-CoA(4-)	CHEBI:140030	c	C45H74N7O21P3S
M_oscr_32		oscr#32(1-)	CHEBI:79154	c | e	C24H45O6
M_oscr_32coa		oscr#32-CoA(4-)	CHEBI:140033	c	C45H76N7O21P3S
M_oscr_33		oscr#33(1-)	CHEBI:79155	c | e	C25H45O6
M_oscr_33coa		oscr#33-CoA(4-)	CHEBI:140036	c	C46H76N7O21P3S
M_oscr_34		oscr#34(1-)	CHEBI:79156	c | e	C25H47O6
M_oscr_34coa		oscr#34-CoA(4-)	CHEBI:140039	c	C46H78N7O21P3S
M_oscr_35		oscr#35(1-)	CHEBI:79157	c | e	C26H47O6
M_oscr_35coa		oscr#35-CoA(4-)	CHEBI:140042	c	C47H78N7O21P3S
M_oscr_36		oscr#36(1-)	CHEBI:79158	c | e	C26H49O6
M_oscr_36coa		oscr#36-CoA(4-)	CHEBI:140045	c	C47H80N7O21P3S
M_oscr_37		oscr#37(1-)	CHEBI:79159	c | e	C27H49O6
M_oscr_37coa		oscr#37-CoA(4-)	CHEBI:140048	c	C48H80N7O21P3S
M_oscr_38		oscr#38(1-)	CHEBI:79160	c | e	C27H51O6
M_oscr_38coa		oscr#38-CoA(4-)	CHEBI:140051	c	C48H82N7O21P3S
M_oscr_3coa		oscr#3-CoA(4-)	CHEBI:140053	c	C36H56N7O21P3S
M_oscr_7		oscr#7(1-)	CHEBI:79132	c | e	C13H21O6
M_oscr_7coa		oscr#7-CoA(4-)	CHEBI:140056	c	C34H52N7O21P3S
M_oscr_9		oscr#9(1-)	CHEBI:79133	c | e	C11H19O6
M_oscr_9coa		oscr#9-CoA(4-)	CHEBI:140059	c	C32H50N7O21P3S
M_oxa		oxalate(-2)	CHEBI:44583;CHEBI:16995	c | e | m	C2O4
M_pad		2-Phenylacetamide	CHEBI:16562	c | e	C8H9NO
M_pan4p		Pantetheine 4-phosphate(2-)	CHEBI:16858	c | m	C11H21N2O7PS
M_pap		Adenosine 3',5'-bisphosphate(4-)	CHEBI:17985	c | e | m	C10H11N5O10P2
M_paps		3-Phosphoadenylyl sulfate(4-)	CHEBI:17980	c | m	C10H11N5O13P2S
M_pcrn		O-propanoyl-L-carnitine	CHEBI:53210	c | m	C10H19NO4
M_pdx5p		Pyridoxine 5-phosphate(2-)	CHEBI:28803;CHEBI:45202	c | m	C8H10NO6P
M_peamn		Phenethylamine	CHEBI:18397	c | e	C8H12N
M_pep		Phosphoenolpyruvate(3-)	CHEBI:44897	c | m	C3H2O6P
M_phe__L	M_phe_L	L-Phenylalanine	CHEBI:17295;CHEBI:8089;CHEBI:58095	c | e | m | n	C9H11NO2
M_pheme		Protoheme	CHEBI:17627;CHEBI:26355	c | e | m	C34H32FeN4O4
M_phpyr		Phenylpyruvate	CHEBI:30851;CHEBI:45005	c | m	C9H7O3
M_pi		Phosphate	CHEBI:26078	c | e | m | n	HPO4
M_pnto_R		(R)-pantothenate	CHEBI:46905	c | e	C9H16NO5
M_ppa		Propionate	CHEBI:30768	c | e | m | n	C3H5O2
M_ppi		Diphosphate(3-)	CHEBI:29888	c | m | n	HO7P2
M_ppip		[PP]2-IP4	CHEBI:52965	c | n	C6H7O30P8
M_ppmi12346p		5-diphospho-1D-myo-inositol (1,2,3,4,6)pentakisphosphate(13-)	CHEBI:30164	c | n	C6H6O27P7
M_pppi		Inorganic triphosphate(4-)	CHEBI:39949	c | m | n	HO10P3
M_pram		5-phospho-&lt;df&gt;-D-ribosylaminium(1-)	CHEBI:37737	c	C5H11NO7P
M_pro__L	M_pro_L	L-proline	CHEBI:17203	c | e | m	C5H9NO2
M_prostgd2		Prostaglandin D2(1-)	CHEBI:15555	c | e	C20H31O5
M_prostge2		prostaglandin E2(1-) | Prostaglandin E2(1-)	CHEBI:15551	c | e | m	C20H31O5
M_prostgh2		prostaglandin H2(1-)	CHEBI:15554	c | m	C20H31O5
M_prpncoa		Acryloyl-CoA(4-)	CHEBI:15513	c | m | n	C24H34N7O17P3S
M_prpp		5-Phospho-alpha-D-ribose 1-diphosphate(5-)	CHEBI:20625;CHEBI:2121;CHEBI:17111;CHEBI:45139	c | m | n	C5H8O14P3
M_psd5p		Pseudouridine 5-phosphate(2-)	CHEBI:18116	c	C9H11N2O9P
M_psduri		Pseudouridine	CHEBI:17802	c	C9H12N2O6
M_pser_L		O-phosphonato-L-serine(2-)	CHEBI:15811;CHEBI:37712	c | m	C3H6NO6P
M_psqldp		presqualene diphosphate(3-)	CHEBI:15442;CHEBI:8401	c	C30H49O7P2
M_ptrc		Putrescine	CHEBI:17148	c | e	C4H14N2
M_pyam5p		Pyridoxamine 5-phosphate	CHEBI:18335	c | m	C8H12N2O5P
M_pydam		Pyridoxamine(1+)	CHEBI:16410	c | e | m	C8H13N2O2
M_pydx		Pyridoxal	CHEBI:17310	c | e | m	C8H9NO3
M_pydx5p		Pyridoxal 5-phosphate(2-)	CHEBI:18405	c | m	C8H8NO6P
M_pydxn		Pyridoxine	CHEBI:16709	c | e | m	C8H11NO3
M_pyr		Pyruvate	CHEBI:45253;CHEBI:32816	c | e | m	C3H3O3
M_q8		Ubiquinone-8	CHEBI:61683	c | e | m	C49H74O4
M_q8h2		ubiquinol-8	CHEBI:61682	m	C49H76O4
M_q9		Ubiquinone-9	CHEBI:18160	m	C54H82O4
M_q9h2		ubiquinol-9	CHEBI:84424	m	C54H84O4
M_quln		Quinolinate(2-)	CHEBI:44529;CHEBI:16675	c | m	C7H3NO4
M_r1p		alpha-D-Ribose 1-phosphate(2-)	CHEBI:16300;CHEBI:45429	c | n	C5H9O8P
M_r5p		alpha-D-Ribose 5-phosphate(2-)	CHEBI:18189	c | m | n	C5H9O8P
M_raffin		Raffinose	CHEBI:16634	c	C18H32O16
M_retest		all-trans-retinyl ester	CHEBI:63410	c | n	C21H29O2R
M_retinal		Retinal	CHEBI:45487;CHEBI:17898	c | n	C20H28O
M_retinal_cis_9		cis-9-retinal	CHEBI:78273;CHEBI:45487	c	C20H28O
M_retinol_9_cis		9-cis-retinol	CHEBI:78272;CHEBI:45479	c	C20H30O
M_retinol		all-trans-retinol	CHEBI:45479;CHEBI:17336	c | e | n	C20H30O
M_retinol_cis_11		cis-11-retinol	CHEBI:45479;CHEBI:16302	c	C20H30O
M_retn		Retinoate	CHEBI:26536	c | e	C20H27O2
M_retnglc		1-O-(all-trans-retinoyl)-&lt;df&gt;-D-glucuronate	CHEBI:28870	c | e	C26H35O8
M_retpalm		all-trans-retinyl palmitate	CHEBI:17616	c	C36H60O2
M_retpalm_cis_11		11-cis-Retinyl palmitate	CHEBI:19121;CHEBI:729;CHEBI:16254	c	C36H60O2
M_ribflv		Riboflavin	CHEBI:17015;CHEBI:45214;CHEBI:529204	c | e | m	C17H19N4O6
M_rnam		N-Ribosylnicotinamide	CHEBI:15927;CHEBI:7337;CHEBI:47589	c | n	C11H15N2O5
M_rq9		Rhodoquinone-9	CHEBI:140751	m	C53H81NO3
M_rq9h2		Rhodoquinonol-9	CHEBI:140752	m	C53H83NO3
M_ru5p_D		D-ribulose-5-phosphate(2-)	CHEBI:17363	c | m	C5H9O8P
M_s17bp		Sedoheptulose 1,7-bisphosphate(4-)	CHEBI:17969	c	C7H12O13P2
M_s2		Sulfide(2-)	CHEBI:16136	c	S
M_S3hb		(S)-3-Hydroxybutanoate	CHEBI:17290	c | e | m	C4H7O3
M_s7p		Sedoheptulose 7-phosphate(2-)	CHEBI:15721;CHEBI:9083	c | m | n	C7H13O10P
M_saccrp__L	M_saccrp_L	L-saccharopine(1-)	CHEBI:16927	c | m	C11H19N2O6
M_sarcs		sarcosine	CHEBI:45531;CHEBI:57433;CHEBI:15611	c | m	C3H7NO2
M_sbt_D		D-Sorbitol	CHEBI:17924;CHEBI:15093;CHEBI:30911;CHEBI:9201;CHEBI:45559	e	C6H14O6
M_seasmet		Se-Adenosylselenomethionine	CHEBI:9066;CHEBI:62227	c	C15H23N6O5Se
M_sedh		sedoheptulose	CHEBI:16802	c | e	C7H14O7
M_sel		Selenate(2-)	CHEBI:18170;CHEBI:15075	c | e	O4Se
M_selcyst		L-Selenocystathionine	CHEBI:62226;CHEBI:21384;CHEBI:6297;CHEBI:27760	c	C7H14N2O4Se
M_selmeth		L-Selenomethionine	CHEBI:30021	c | e | m	C5H11NO2Se
M_selnp		Selenophosphate(3-)	CHEBI:29269	c | m	O3PSe
M_selnt		Selenite	CHEBI:26642	c | e	SeO3
M_ser__L	M_ser_L	L-serine	CHEBI:9116;CHEBI:17115	c | e | m	C3H7NO3
M_Sfglutth		S-Formylglutathione	CHEBI:8956;CHEBI:16225	c	C11H16N3O7S
M_sl__L	M_sl_L	L-sulfolactate(2-)	CHEBI:17943	c | e | m	C3H4O6S
M_smscys		Se-Methyl-L-selenocysteine	CHEBI:27812	c	C4H9NO2Se
M_so3		Sulfite(2-)	CHEBI:48854	c | m	O3S
M_so4		Sulfate(2-)	CHEBI:45693;CHEBI:26836	c | e | m	O4S
M_sorbitol		D-sorbitol	CHEBI:17924;CHEBI:15093;CHEBI:30911;CHEBI:9201;CHEBI:45559	c | m | n	C6H14O6
M_spc		sphingosylphosphorylcholine	CHEBI:17689	c | e	C23H50N2O5P
M_sph1p		Sphinganine 1-phosphate	CHEBI:16893	c | e	C18H39NO5P
M_sphgn		Sphinganine	CHEBI:16566	c	
M_sphings		Sphingosine	CHEBI:16393;CHEBI:45719	c	C18H38NO2
M_sphmyln		Sphingomyelin	CHEBI:64583	c	C24H49N2O6PR
M_sphs1p		Sphingosine 1-phosphate	CHEBI:37550	c | e	C18H37NO5P
M_spmd		Spermidine(3+)	CHEBI:15097;CHEBI:45647;CHEBI:16610	c | e	C7H22N3
M_sprm		Spermine(4+)	CHEBI:15746;CHEBI:45583	c | e	C10H30N4
M_sql		squalene	CHEBI:15440	c	C30H50
M_srtn		Serotonin	CHEBI:28790;CHEBI:49894	c | e	C10H13N2O
M_Ssq23epx		(S)-2,3-epoxysqualene	CHEBI:15441	c	C30H50O
M_sstol		sitosterol	CHEBI:27693	c | e	C29H50O
M_stachyose		Stachyose	CHEBI:17164	c | e	C24H42O21
M_strdnc		stearidonate	CHEBI:32389	c	C18H27O2
M_strdnccoa		stearidonyl coenzyme A(4-)	CHEBI:63545	c	C39H62N7O17P3S | C39H58N7O17P3S
M_succ		Succinate(2-)	CHEBI:37952;CHEBI:45639;CHEBI:15741	c | e | m | n	C4H4O4
M_succoa		Succinyl-CoA(5-)	CHEBI:45541;CHEBI:15380	c | m	C25H35N7O19P3S
M_sucr		Sucrose	CHEBI:17992	c | e	C12H22O11
M_sucsal		Succinic semialdehyde	CHEBI:16265;CHEBI:15126	c | m	C4H5O3
M_taur		Taurine	CHEBI:507393;CHEBI:15891	c | e	C2H7NO3S
M_tchola		taurocholate	CHEBI:28865	c | e	C26H44NO7S
M_tcynt		Thiocyanate	CHEBI:29200	c | e | m	CNS
M_thbpt		Tetrahydrobiopterin	CHEBI:15372	c | n	C9H15N5O3
M_thcholst		3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al	CHEBI:11896;CHEBI:1696;CHEBI:16466	c | m	C27H46O4
M_thcholstoic		3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate	CHEBI:18402	c | m	C27H45O5 | C27H46O5
M_thf		(6S)-5,6,7,8-tetrahydrofolate(2-)	CHEBI:15635	c | e | m | n	C19H21N7O6
M_thm		Thiamin	CHEBI:18385	c | e | m	C12H17N4OS
M_thmpp		Thiamine diphosphate(2-)	CHEBI:45931	c | e | m	C12H17N4O7P2S
M_thp2c		Delta1-piperideine-6-carboxylate	CHEBI:49015;CHEBI:16987	c | m	C6H8NO2
M_thr__L	M_thr_L	L-threonine	CHEBI:16857;CHEBI:57926;CHEBI:45843	c | e | m	C4H9NO3
M_thym		Thymine	CHEBI:17821;CHEBI:46017	c | e	C5H6N2O2
M_thymd		Thymidine	CHEBI:17748;CHEBI:45834	c | e | m	C10H14N2O5
M_tma		trimethylamine	CHEBI:18139	c | e	C3H10N
M_tmao		Trimethylamine N-oxide	CHEBI:15724	c	C3H9NO
M_tmlys		N6,N6,N6-Trimethyl-L-lysine	CHEBI:17311	c | m | n	C9H21N2O2
M_tmndnc		(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate	CHEBI:28364	c	C20H29O2
M_tre		Trehalose	CHEBI:16551	c | e | m	C12H22O11
M_tre6p		alpha,alpha-Trehalose 6-phosphate(2-)	CHEBI:18283	c	C12H21O14P
M_trp__L	M_trp_L	L-tryptophan	CHEBI:16828;CHEBI:21407;CHEBI:57912	c | e | m	C11H12N2O2
M_trypta		Tryptamine	CHEBI:16765	c	C10H13N2
M_tststerone		Testosterone	CHEBI:42534;CHEBI:17347;CHEBI:45798	c | e	C19H28O2
M_tsul		Thiosulfate	CHEBI:29279;CHEBI:5587	c | e | m	HO3S2
M_ttc_ggdp		2-cis,6-trans,10-trans-geranylgeranyl diphosphate(3-)	CHEBI:10698	c	C20H33O7P2
M_tym		Tyramine	CHEBI:15760	c	C8H12NO
M_tyr__L	M_tyr_L	L-tyrosine	CHEBI:17895;CHEBI:46161	c | e | m | n	C9H11NO3
M_uacgam		UDP-N-acetyl-D-glucosamine(2-)	CHEBI:9823;CHEBI:16264	c | m | n	C17H25N3O17P2
M_udp		UDP(3-)	CHEBI:17659	c | m | n	C9H11N2O12P2
M_udp4k6dg		UDP-4-keto-6-deoxy-D-glucose(-2)	CHEBI:85804	c	C15H20N2O16P2
M_udpacgal		UDP-N-acetyl-D-galactosamine(2-)	CHEBI:16650;CHEBI:9820	c | m	C17H25N3O17P2
M_udpg		UDP-D-glucose(2-)	CHEBI:18066	c | m | n	C15H22N2O17P2
M_udpgal		UDP-D-galactose(2-)	CHEBI:18307	c | m	C15H22N2O17P2
M_udpglcur		UDP-D-glucuronate(3-)	CHEBI:17200;CHEBI:9846	c | m | n	C15H19N2O18P2
M_udpxyl		UDP-a-D-xylose(2-)	CHEBI:16082	c	C14H20N2O16P2
M_ump		UMP(2-)	CHEBI:46362;CHEBI:16695;CHEBI:46347	c | m | n	C9H11N2O9P
M_ura		Uracil	CHEBI:46375;CHEBI:17568	c | e | m | n	C4H4N2O2
M_urate		Urate	CHEBI:27226	c | e	C5H2N4O3
M_urcan		Urocanate	CHEBI:30817	c	C6H5N2O2
M_urea		Urea	CHEBI:16199	c | e | m	CH4N2O
M_uri		Uridine	CHEBI:16704	c | e | m | n	C9H12N2O6
M_utp		UTP(4-)	CHEBI:15713	c | m | n	C9H11N2O15P3
M_vacc		Vaccenic acid	CHEBI:36023	c | e	C18H33O2
M_vacccoa		Vaccenyl coenzyme A(4-)	CHEBI:75354	c | m	C39H64N7O17P3S
M_val__L	M_val_L	L-valine	CHEBI:57762;CHEBI:46418;CHEBI:46282;CHEBI:16414	c | e | m	C5H11NO2
M_xan		Xanthine	CHEBI:17712	c | e | n	C5H4N4O2
M_xanate		Xanthurenic acid	CHEBI:10072	c | e	C10H6NO4
M_xmp		Xanthosine 5-phosphate(2-)	CHEBI:15652	c	C10H11N4O9P
M_xol25oh		25-Hydroxycholesterol	CHEBI:42977;CHEBI:42972	c	C27H46O2
M_xol25one		7alpha,25-Dihydroxy-4-cholesten-3-one	CHEBI:81013	c	C27H44O3
M_xol27oh		27-Hydroxycholesterol	CHEBI:17703	c | m	C27H46O2
M_xol27one		7alpha,26-Dihydroxy-4-cholesten-3-one	CHEBI:48825	c	C27H44O3
M_xol7a		7 alpha-Hydroxycholesterol	CHEBI:17500	c	C27H46O2
M_xol7aone		7alpha-Hydroxycholest-4-en-3-one	CHEBI:2292;CHEBI:58317;CHEBI:17899	c	C27H44O2
M_xoldiolone		7alpha,12alpha-Dihydroxycholest-4-en-3-one	CHEBI:28477;CHEBI:2289	c | m	C27H44O3
M_xoldioloneh		7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one	CHEBI:2288	c	C27H46O3
M_xoltetrol		3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	CHEBI:17278;CHEBI:12178	c | m	C27H48O4
M_xoltri25		7-alpha,25-Dihydroxycholesterol	CHEBI:37623	c | e	C27H46O3
M_xoltri27		7-alpha,27-Dihydroxycholesterol	CHEBI:18431	c | e	C27H46O3
M_xoltriol		3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane	CHEBI:16496	c | m	C27H48O3
M_xtsn		Xanthosine	CHEBI:18107	c | e | n	C10H12N4O6
M_xu5p_D		D-xylulose-5-phosphate(2-)	CHEBI:16332	c | m | n	C5H9O8P
M_xyl_D		D-xylose	CHEBI:15936;CHEBI:53455	c | e	C5H10O5
M_xylt		Xylitol	CHEBI:17151	c | e | n	C5H12O5
M_xylu_D		D-xylulose	CHEBI:17140	c | n	C5H10O5
M_xylu_L		L-xylulose	CHEBI:17399	c | n	C5H10O5
